request_rate_normalized,frequency_deviation,resource_novelty_score,action_novelty_score,time_anomaly_score,sequence_anomaly_score,sensitivity_score,context_risk_score,repetition_score,stability_score,label
0.8270219373822749,0.051429661342415424,0.09843813126186034,0.04685469497914723,0.08673455047021125,0.08487524666688434,0.10230391149257474,0.03533438542302718,0.8385504020825425,0.9532595057390363,NORMAL
1.3639789560623026,0.20007794493492687,0.5603737982117123,0.0497346293757861,0.07335372455821386,0.04570838530961946,0.17192622799240953,0.16057550757796696,0.6318005766663697,0.834633307093872,DRIFTING
1.0345622914817392,0.3877087385451716,0.5012333838692822,0.3159890845462446,0.14969683997897187,0.028760902412465515,0.25254559007262656,0.1864203919948729,0.4918450226078859,0.6119140574694543,DRIFTING
0.9741557584512054,0.12056961238678998,0.05757193053312043,0.058338623232774806,0.07499869843799753,0.05098899482056102,0.02096452818815311,0.04291456677765531,0.8619529166370374,0.9956946190459888,NORMAL
1.1513009870929385,0.15817654498520314,0.09298704822938791,0.048379689658279636,0.049044909673595,0.01197467885005319,0.16053124883044398,0.012348270623353126,0.9799224978744631,0.9866236330495595,NORMAL
1.1494708456745355,0.2952250407597885,0.07682734138645182,0.04177667821673338,0.04213570022770702,0.07375823015888915,0.04775542915366047,0.005523705656569733,0.8709244315281554,0.8930858487481123,NORMAL
1.0874797063891184,0.1758706496342285,0.049236704870124895,0.019231577278435052,0.046393626345489096,0.024581858702257466,0.18296842997033094,0.016770340674817346,0.9904528029066745,0.9299582935142067,NORMAL
1.2732664418316681,0.5997802091967854,0.5394661247148718,0.10400934925798758,0.05853174170184826,0.09420637517501713,0.28093794119985793,0.17015987566392277,0.7113449055178138,0.7979361432270566,DRIFTING
1.2797916726751868,0.5862236873274633,0.23848229666503784,0.2929800463469225,0.034298998398850596,0.08207147206658225,0.32833633412884977,0.11855593879534979,0.7100845268936685,0.7153589925296038,DRIFTING
0.8017606436015146,9.904777784293106e-05,0.04722634607952153,0.0029293705005370655,0.09745325536623746,0.022206517454139197,0.09453294587296895,0.0030568815006111806,0.9044096832342517,0.9069934187721113,NORMAL
1.0394085877685857,0.2643613432210294,0.3101160543067217,0.23794634035504073,0.10829842763774013,0.2532122740338226,0.386668747313175,0.02009120462270164,0.6498230010048365,0.5395544188714424,DRIFTING
0.9017566323367389,0.1085559279615416,0.04724933550065136,0.004564874550238374,0.01400240975533177,0.02768143077913058,0.19430653818021015,0.016567350355152537,0.8964082116224166,0.8794146569107589,NORMAL
1.0173879479925452,0.1491461447648615,0.01347857849174381,0.04960754785005311,0.01691039004206515,0.012613578629576516,0.18652914346823357,0.030247500657385212,0.9318980116249169,0.9102690505500045,NORMAL
0.9454057829477067,0.19230181719621037,0.09012592077965634,0.016392026204694488,0.03814088099031235,0.014086860395086132,0.1249887540815664,0.03644352547442979,0.9863825465194912,0.8918307889391447,NORMAL
1.659963771373305,0.3151797478530548,0.3620985311625568,0.22780708739968777,0.15575030666536863,0.011756817911140693,0.1394688392341654,0.020093315860872263,0.50490716219967,0.5860524394808573,DRIFTING
2.9890244281254894,0.6423684135970741,0.7594748909109628,0.36822774275410575,0.4126804356704248,0.6842073868133794,0.43645290056772,0.3375937135250011,0.4676687602785209,0.5323891805339878,SUSPICIOUS
0.9456611276418422,0.2557096047786131,0.07565526600578164,0.06105131640921601,0.03642022226495161,0.02099318316734844,0.1552303728211246,0.02432045494955433,0.8449500076354716,0.879276192256001,NORMAL
1.975605927067368,0.5323030638485818,0.5730453988869192,0.5437568372345312,0.25926497213457034,0.5522348485880515,0.7571488559008438,0.23508949319420785,0.18881323848752796,0.5125521223446661,SUSPICIOUS
1.0138958861654044,0.20811781843873264,0.08964852726424966,0.014687187583320738,0.022973465411852856,0.010731866047401506,0.027927679845982458,0.025629198346711658,0.8642358517934928,0.9134759259290133,NORMAL
1.1418430250933485,0.14141043305189924,0.0868628170510361,0.02915767695757653,0.012881307376298813,0.08553144643629385,0.11748303275853336,0.04445461991244801,0.9875654413984767,0.8580442585557173,NORMAL
0.9815015041001414,0.15207903482315832,0.06873899126857146,0.06332834823329955,0.08107206729451749,0.004475143392623815,0.059288144955879446,0.014006705938768987,0.8292033811184217,0.8933767380784664,NORMAL
1.1300724446249966,0.5022703556288395,0.37603342515695204,0.21820105055473005,0.23180623106864523,0.10229468071922723,0.3995560909275092,0.08845985492591193,0.5508720751096827,0.616563042419159,DRIFTING
1.137332941956775,0.21540186303229436,0.09436336706484949,0.06934669059640272,0.09404013722621857,0.055451255569096504,0.12004372221239389,0.04884855273131305,0.9284258293728521,0.8546179853291119,NORMAL
1.1953482266886284,0.139583259382777,0.005823783082027523,0.026227432181498492,0.043607048021931265,0.01569026241461201,0.18951302526480862,0.03834244489088866,0.8536574400855546,0.9386206800276874,NORMAL
3.1753411022686593,0.7624102304040796,0.9627645218289214,0.8800382041173928,0.5536866072241287,0.9065616064386375,0.9267476773230396,0.6447018205076279,0.056528067467023324,0.24419456284181285,HIGH_RISK
0.8661999098654622,0.21198123869826532,0.053534776806165675,0.06353233467083211,0.019648696695621116,0.021174586205241954,0.008299465101981275,0.016103376759786486,0.911948932266735,0.9786902370995993,NORMAL
2.3197476277884856,0.5526738127078453,0.48699331725509243,0.4145633708266691,0.3924230590872072,0.6662087979971938,0.5470276099860628,0.3095340961544884,0.16481046456713688,0.4575906203682248,SUSPICIOUS
1.0481895140207882,0.22267595615972616,0.016988100605073532,0.019497519990028925,0.08904095172193285,0.07499777984520709,0.1816456977400646,0.03793576605819604,0.9194310611980604,0.9481199105541811,NORMAL
4.167992268141533,0.8021701056936568,0.8622363621589997,0.977760607266031,0.5135439451485649,0.872122628961869,0.8874127081786927,0.9622134773558311,0.19360348212212453,0.18745281374431302,HIGH_RISK
1.0501733800666373,0.24248046336488346,0.006903693691137492,0.03347890418906792,0.031370312475715624,0.06356453219526133,0.0711915546941281,0.00742533908218404,0.9192934150827088,0.9721575881003622,NORMAL
1.1101658059865693,0.15745005414041302,0.02845667100798517,0.08094440438786346,0.01861005619392415,0.028975960202865605,0.03678954123212432,0.033710508019382385,0.9372472056231637,0.947876498918013,NORMAL
1.1754119133892522,0.05435498371502484,0.06227534032398411,0.022267607912308498,0.03072164170212709,0.05464585417281244,0.0834386837129153,0.008011280048825314,0.8341872804841697,0.9127217182244199,NORMAL
3.4962357551085317,0.7999089641159126,0.720135797315126,0.8013669726313859,0.5408724617606013,0.8161276561612891,0.7058872311284413,0.9700099398214299,0.28994250583580294,0.0913961544889107,HIGH_RISK
3.988113048146518,0.8764147592679573,0.8942797936932819,0.7574633599391853,0.6111133011798016,0.6770233700785749,0.8153396630399585,0.5998384782288602,0.2779187903827168,0.21429421390507225,HIGH_RISK
0.9646603187206526,0.032347102155584104,0.03934135763504242,0.07339364547332843,0.09212864116801073,0.02516794038603103,0.07104710346610053,0.00769804970522131,0.9381445788457938,0.9940282645014888,NORMAL
1.4275691957934464,0.41142338497347264,0.5376187861471458,0.37954386007112084,0.1615636326420393,0.2789982547258966,0.3900636605199319,0.052911825599117,0.7713682843775705,0.7336051116636562,DRIFTING
2.011718020213488,0.7560539491505922,0.7727277073024456,0.6897294998326234,0.6729056832790645,0.6517532030860973,0.7963909495282524,0.2503782907337988,0.47932852799948256,0.46635698683856913,SUSPICIOUS
5.714430369236485,0.7752308041869631,0.9469907630332574,0.9795313623105807,0.8433065729843379,0.9985678704682753,0.8005128998994676,0.9151549707924826,0.2021107514030667,0.09702863615923728,HIGH_RISK
5.681435048773404,0.856724385379157,0.959719356064842,0.7478634966789378,0.8834967330765594,0.6440053391159558,0.7052694838239828,0.9975246538632064,0.02206119997709729,0.13846213561885037,HIGH_RISK
1.5582424679242228,0.2136391446667013,0.5050826892893134,0.013337479143583365,0.13658995432420304,0.045289497939088465,0.42942971094052285,0.06273218183513372,0.5816374178417331,0.6500627594544091,DRIFTING
2.858623760912038,0.8159031732207204,0.7969674807532704,0.5203451997233236,0.37213077051330135,0.3961560252710814,0.41363854278066475,0.3906914496843542,0.1933904694941787,0.41232430982898005,SUSPICIOUS
2.966855061721615,0.5974538996447435,0.7794649348493082,0.36248965347389267,0.3946110657611718,0.35539823365892087,0.40089618922947845,0.20410341615858996,0.13488416036758188,0.5452209330816216,SUSPICIOUS
0.8122000999756198,0.011204456624764325,0.08226005606596583,0.03601906414112629,0.012706051265188478,0.05222432600548044,0.15399871061972217,0.01079105137484216,0.9245780951638001,0.8628021197490652,NORMAL
0.8347681152349695,0.16113196254556433,0.058684111802087914,0.074543947418433,0.04316595462296794,0.012758030279556376,0.0567551811597449,0.018154114819931757,0.9291834482663203,0.9356167457003368,NORMAL
1.0059710035442688,0.0512032305906701,0.06629062523445658,0.0852538740855967,0.02579395067869006,0.04915142258318266,0.19510546580418037,0.016662087027536382,0.9190092689847522,0.8635293550300366,NORMAL
1.7067684944449701,0.6776415030014382,0.43745198879244684,0.5356261353190005,0.35903466255899363,0.632396565895001,0.719978450483366,0.4993895501897764,0.20300126988174594,0.22163038247285313,SUSPICIOUS
2.4655473554764606,0.5445818533365336,0.5830568955425728,0.48728123862912487,0.6011316664415541,0.666465173130462,0.43289661731549384,0.22561491478113294,0.219375250754046,0.5486168437216564,SUSPICIOUS
3.1708689972115565,0.7718702971942855,0.8471141226968617,0.9869218267536961,0.9095296436944105,0.8250934556051972,0.7428944270252777,0.8569183910557978,0.2438994715822694,0.280520740927753,HIGH_RISK
1.5329572860057676,0.3433293048527971,0.20813757464569835,0.1756098402751487,0.06724561985357631,0.008642141335385989,0.2883371806136193,0.04119091183965862,0.5810967259358937,0.5972124953136002,DRIFTING
1.71441194681009,0.27890111109228777,0.4947608046363846,0.2915396077458445,0.0025509425222862703,0.06618717249307628,0.29676340586594696,0.08400694133265643,0.7674293919538439,0.6259093043258831,DRIFTING
4.399867649169294,0.9711516703691425,0.9604071163071952,0.8755046823252883,0.9978481033854194,0.6420494889537421,0.8435786072174958,0.8875618196763702,0.042311435434247764,0.29182492844485636,HIGH_RISK
4.70122414801152,0.7584700070369563,0.9249011077725728,0.9933599583851491,0.7365142801266924,0.6634320059836688,0.9930933014141619,0.6450629374089332,0.12275938672115112,0.0232099242304595,HIGH_RISK
1.2928004382004166,0.4610518544300895,0.3222656290369829,0.09535427686138727,0.14644356285817964,0.0648461482819139,0.2934814433260692,0.1913213010927144,0.7359136142469562,0.8295708218250077,DRIFTING
1.3343501655407322,0.3622842354633326,0.23464809160382544,0.0014265730718378224,0.2695269728592793,0.06533956827112392,0.2704315967457154,0.19438515933421574,0.730705032793461,0.5377757993419457,DRIFTING
0.9185023013267136,0.16350252471718216,0.022389723330568503,0.04439166980465398,0.04842130657597907,0.0831640040169331,0.17920567306499863,0.020731003119823895,0.8035408890146475,0.9792660759684032,NORMAL
1.1443127214635878,0.5042021694876254,0.2734166895062598,0.01650206414518265,0.18577296611483365,0.07192542489160507,0.1687241635714239,0.19632054834290125,0.5167459933598911,0.8162051515754375,DRIFTING
0.9091668641297486,0.000736375933153266,0.041571130914984836,0.07283155104937347,0.07987718291146285,0.09451897611270066,0.12170092259415731,0.012731343332644774,0.9848295898273398,0.9662973630820564,NORMAL
0.9384398906151142,0.29268306025797447,0.0640972077345332,0.0822480563634361,0.013252467274184844,0.08620144822726226,0.18455143810267888,0.024353095940946798,0.9212505875501955,0.9647214701354493,NORMAL
